reference_id,date,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode
"1891","6/25/2001","5:00","4",,"Boarding","Indonesia","Indonesia","850","-5.95","106","2","1",".",".","Pulau Ular Merak, Indonesia","Aldebaran","Malta","338","Anchored",,"2","1","2"
"1894","6/27/2001","20:00","3",,"Boarding","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Berth No. 16, Douala Port, Cameroon","Tatjana","Antigua and Barbuda","58","Berthed",,"3","1","2"
"1895","6/27/2001","4:45","4",,"Boarding","Indonesia","Indonesia","850","1.1933333","103.41","1","1",".",".","Pulau Iyu Kecil, Malacca Straits","Caprice Venture","Hong Kong","710","Steaming",,"1","1","2"
"1893","6/27/2001","5:00","4",,"Boarding","Indonesia","Indonesia","850","3.9166667","98.7667","1","1",".",".","Belawan Anchorage, Indonesia","Aspilos","Malta","338","Anchored","1","2","1","2"
"1892","6/27/2001","5:30","4",,"Boarding","Tanzania","Tanzania","510","-6.775","39.3533","2","1",".",".","Dar Es Salaam, Tanzania","MSC Elena","Panama","95","Berthed",,"3","1","2"
"1897","6/28/2001",,"-99",,"Boarding","Iraq","Iraq","645","30.0166667","47.95","2","1",".",".","Umm Qasr, Iraq","Kwangtung","Hong Kong","710","Anchored",,"2","1","2"
"1896","6/28/2001",,"-99",,"Detained","Somalia","Somalia","520","11.2931","49.1791","4","1",".",".","Bossasu, Somalia","Bahari Kenya","Kenya","501","Steaming","1","1","1","6"
"1898","6/29/2001","4:45","4",,,"Yemen","Yemen","679","13.7083333","42.9667","1","1",".",".","Red Sea","Sstathis","Panama","95","Steaming",,"1",,"-99"
"1901","6/30/2001","1:00","4",,,"Indonesia","Indonesia","850","1.0833333","104.9167","1","1",".",".","Indonesia","Cape Byron","Cyprus","352","Unspecified",,"-99",,"-99"
"1900","6/30/2001","2:30","4",,"Boarding","Indonesia","Indonesia","850","1.05","105","1","1",".",".","Pulau Mapor Island, Indonesia","Batavia","Panama","95","Unspecified",,"-99","1","2"
"1899","6/30/2001","4:30","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Feeder 6","Vanuatu","935","Anchored",,"2","1","2"
"1902","7/1/2001","1:25","4",,"Boarding","Indonesia","Indonesia","850","1.05","104.95","1","1",".",".","Indonesia","Sheng Qiang","Hong Kong","710","Steaming",,"1","1","2"
"1903","7/2/2001","4:00","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos roads, Nigeria","Carlisle","Panama","95","Anchored","1","2","1","2"
"1904","7/3/2001","19:40","3",,,"Guinea-Bissau","Guinea-Bissau","404","11.8431667","-15.5765","2","1",".",".","Bissua Port, Guinea Bissau","Baltimar Neptune","Bahamas","51","Steaming",,"1",,"-99"
"1905","7/3/2001","20:00","3",,"Boarding","Bangladesh","Bangladesh","771","22.2166667","91.7932","2","1",".",".","Chittagong Anchorage, Bangladesh","Artemis","Panama","95","Anchored",,"2","1","2"
"1906","7/4/2001",,"-99",,"Missing","Thailand","Thailand","800","7.8166667","98.4","2","1",".",".","Ao Chalong Phuket, Thailand","Dreamtime","UK","200","Anchored",,"2","1","5"
"1907","7/5/2001","7:30","1",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Idee Fixe","Malta","338","Anchored",,"2","1","2"
"1908","7/6/2001","3:45","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos roads, Nigeria","Obi Wan","Malta","338","Anchored","1","2","1","2"
"1909","7/7/2001","1:50","4",,"Hijacked","Indonesia","Indonesia","850","0.9766667","103.4267","4","1",".",".","Tanjung Balai Karimun Island Waters, Indonesia","Poh Swan","Honduras","91","Steaming","1","1","1","1"
"1910","7/8/2001","3:45","4",,"Boarding","India","India","750","13.0931667","80.2932","2","1",".",".","Chennai Anchorage, India","Tiger Bridge","Cyprus","352","Anchored",,"2","1","2"
"1911","7/9/2001","2:24","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos Anchorage, Nigeria","Aegean Falcon","Philippines","840","Anchored","1","2","1","2"
"1912","7/10/2001","7:00","1",,"Boarding","India","India","750","13.0931667","80.2932","2","1",".",".","Chennai Anchorage, India","Tiger Metro","Cyprus","352","Anchored",,"2","1","2"
"1913","7/12/2001","21:45","3",,,"Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Anchorage, Indonesia","Warrior","Bahamas","51","Anchored",,"2",,"-99"
"1914","7/12/2001","3:00","4",,"Boarding","Indonesia","Indonesia","850","-6.0166667","105.95","2","1",".",".","Cigading port, Indonesia","CSK Eminence","Singapore","830","Berthed","1","3","1","2"
"1915","7/13/2001","2:15","4",,"Boarding","India","India","750","13.0966667","80.3417","1","1",".",".","Chennai Anchorage, India","Tiger Metro","Cyprus","352","Anchored","1","2","1","2"
"1916","7/14/2001","18:00","2",,"Boarding","Indonesia","Indonesia","850","2.0958333","109.517","1","1",".",".","10NM from Tg. Datu Light House, Indonesia","Sin You","Malaysia","820","Steaming","1","1","1","2"
"1918","7/15/2001","1:00","4",,,"Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Virginia","Greece","350","Anchored",,"2",,"-99"
"1917","7/15/2001","1:00","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Virginia","Greece","350","Anchored",,"2","1","2"
"1919","7/16/2001","15:30","2",,"Boarding","Bangladesh","Bangladesh","771","22.2166667","91.7932","2","1",".",".","Chittagong Roads, Bangladesh","Zagara","Italy","325","Anchored",,"2","1","2"
"1920","7/19/2001","2:30","4",,"Boarding","Indonesia","Indonesia","850","-5.4666667","105.1667","2","1",".",".","Panjang, Indonesia",,"Isle of Man","200","Berthed","1","3","1","2"
"1921","7/20/2001","23:00","3",,"Boarding","Vietnam","Vietnam","816","10.5666667","107.0167","2","1",".",".","Ho Chi Minh Port, Vietnam","Cape Cleveland","Marshall Islands","983","Anchored",,"2","1","2"
"1922","7/20/2001","3:30","4",,"Boarding","Indonesia","Indonesia","850","-5.4666667","105.1667","2","1",".",".","Panjang, Indonesia","Pisces Explorer","UK","200","Berthed","1","3","1","2"
"1923","7/21/2001","18:15","3",,"Boarding","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan, Ivory Coast","Jamar","Panama","95","Anchored","1","2","1","2"
"1924","7/22/2001","2:50","4",,"Boarding","Ghana","Ghana","452","5.6166667","-0.0167","2","1",".",".","Tema Anchorage, Ghana","Kota Maha","Cyprus","352","Anchored",,"2","1","2"
"1925","7/24/2001","2:15","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Matru Kripa","India","750","Anchored","1","2","1","2"
"1926","7/26/2001","22:45","3",,"Boarding","Tanzania","Tanzania","510","-6.775","39.3533","2","1",".",".","Dar Es Salaam, Tanzania","Al Dhabiyyah","UAE","696","Anchored",,"2","1","2"
"1927","7/31/2001","2:00","4",,"Boarding","Indonesia","Indonesia","850","3.1528","99.6564","4","1",".",".","Between Kuala Perpuk beach and Tanjung Tiram, North Sumatera, Indonesia",,"Indonesia","850","Steaming","1","1","1","2"
"1928","8/1/2001","1:08","4",,,"Bangladesh","Bangladesh","771","22.2166667","91.7932","2","1",".",".","Chittagong Anchorage, Bangladesh","Budi Aman","Malaysia","820","Anchored",,"2",,"-99"
"1929","8/2/2001","12:00","1",,,"Philippines","Philippines","840","14.9166667","119.4333","1","1",".",".","Philippines","Glory Selatan VIII","Panama","95","Steaming",,"1",,"-99"
"1930","8/3/2001","0:50","4",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Anchorage, Indonesia","Patricia","Singapore","830","Anchored","1","2","1","2"
"1931","8/4/2001","2:30","4",,,"Indonesia","Indonesia","850","-1.25","116.7932","2","1",".",".","Balikpapan, Indonesia","Thor Inger","Denmark","390","Anchored","1","2",,"-99"
"1933","8/7/2001","1:50","4",,"Boarding","Ghana","Ghana","452","5.6166667","-0.0167","2","1",".",".","Tema Anchorage, Ghana","Mol Oueme","Panama","95","Anchored","1","2","1","2"
"1932","8/7/2001","5:20","4",,"Boarding","Malaysia","Malaysia","820","5.8266667","118.1167","2","1",".",".","Sandakan Anchorage, Malaysia","Kiani Satu","Panama","95","Anchored",,"2","1","2"
"1935","8/9/2001","2:20","4",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Port, Indonesia","Kilchem Acid","Cyprus","352","Anchored","1","2","1","2"
"1934","8/9/2001",,"-99",,"Boarding","Thailand","Thailand","800","13.6931667","100.5765","2","1",".",".","Wharf No. 21D, Bangkok port, Thailand",,"Panama","95","Berthed",,"3","1","2"
"1937","8/10/2001","0:10","4",,,"Malaysia","Malaysia","820","1.4666667","104.5333","1","1",".",".","Singapore Straits","Fabian Schulte","Germany","255","Steaming",,"1",,"-99"
"1938","8/10/2001","0:15","4",,,"Taiwan","Taiwan","713","24.5333333","122.2333","1","1",".",".","Taiwan","Aquahope","Greece","350","Steaming",,"1",,"-99"
"1936","8/10/2001","6:45","1",,"Boarding","Malaysia","Malaysia","820","1.5666667","104.4667","1","1",".",".","Singapore Straits","Jasmine","Panama","95","Steaming","1","1","1","2"
"1939","8/12/2001","3:55","4",,"Boarding","Iraq","Iraq","645","29.65","48.7167","1","1",".",".","Umm Qasr Pilot Station, Iraq","Bellavia","Liberia","450","Anchored",,"2","1","2"
"1941","8/13/2001","20:00","3",,"Boarding","Ecuador","Ecuador","130","-2.06","-80.51","1","1",".",".","20NM from the Coast of Ecuador","Atlantic Pride","Cyprus","352","Steaming","1","1","1","2"
"1940","8/13/2001","11:00","1",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Asean Premier","Singapore","830","Anchored",,"2","1","2"
"1942","8/14/2001",,"-99",,"Boarding","Mexico","Mexico","70","27.3167","-112.2833","4","1",".",".","Santa Rosalita Islands, Baja, Mexico",,,,"Steaming","1","1","1","2"
"1943","8/15/2001","1:10","4",,"Boarding","Haiti","Haiti","41","18.4166667","-70","2","1",".",".","Rio Haina, Dominican Republic","Samothraki","Greece","350","Berthed",,"3","1","2"
"1944","8/16/2001","2:00","4",,"Boarding","Tanzania","Tanzania","510","-6.775","39.3533","2","1",".",".","Dar Es Salaam, Tanzania","Clipper Chepstow","Bahamas","51","Anchored",,"2","1","2"
"1945","8/17/2001","8:10","1",,,"Indonesia","Indonesia","850","4.5833333","96.0833","1","1",".",".","Indonesia","Seagull Spirit","Panama","95","Steaming","1","1",,"-99"
"1946","8/18/2001","2:00","4",,"Boarding","Malaysia","Malaysia","820","1.6666667","104.5","1","1",".",".","Singapore Straits","Grace Camellia","Singapore","830","Steaming","1","1","1","2"
"1948","8/20/2001","3:30","4",,"Boarding","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan, Ivory Coast","Kestrel","Liberia","450","Anchored","1","2","1","2"
"1947","8/20/2001","5:10","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","4","1",".",".","Lagos, Nigeria","Denise C","Marshall Islands","983","Steaming",,"1","1","2"
"1950","8/23/2001","3:50","4",,,"Ecuador","Ecuador","130","-2.2666667","-79.9","3","1",".",".","10 miles off Data Sea Buoy, Guayaquil, Ecuador","CSAV Manzanillo","Antigua and Barbuda","58","Anchored",,"2",,"-99"
"1949","8/23/2001","5:00","4",,"Boarding","Sierra Leone","Sierra Leone","451","8.5","-13.2265","2","1",".",".","Freetown, Sierra Leone","Hereford","Bahamas","51","Berthed","1","3","1","2"
"1951","8/25/2001",,"-99",,"Hijacked","Indonesia","Indonesia","850","5.0344","98.0568","4","1",".",".","East Coast of Aceh, Malacca Straits","Ocean Silver","Honduras","91","Steaming","1","1","1","1"
"1953","8/26/2001","14:00","2",,"Boarding","India","India","750","14.6584","76.3016","4","1",".",".","India","Anemone","Greece","350","Steaming",,"1","1","2"
"1952","8/26/2001",,"-99",,"Boarding","Philippines","Philippines","840","7.4739","122.941","4","1",".",".","Off Alicia town, Zambonga, Philippines",,"Philippines","840","Steaming","1","1","1","2"
"1954","8/28/2001","3:28","4",,"Boarding","India","India","750","20.6166667","71.6667","1","1",".",".","India","Anemone","Greece","350","Steaming",,"1","1","2"
"1956","8/29/2001","4:30","4",,"Boarding","Indonesia","Indonesia","850","-1.25","116.7932","2","1",".",".","Inner Anchorage, Balikpapan, Indonesia","NordTrave","Cyprus","352","Anchored",,"2","1","2"
"1955","8/29/2001","23:15","3",,,"Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Berth 6/7, Abidjan Port, Ivory Coast","Kota Manis","Marshall Islands","983","Berthed",,"3",,"-99"
"1957","8/30/2001","2:30","4",,"Boarding","Indonesia","Indonesia","850","1.4033333","104.6633","1","1",".",".","Singapore Straits","Giwin","Malaysia","820","Steaming","1","1","1","2"
"1959","8/31/2001","9:15","1",,,"Yemen","Yemen","679","12.7166667","43.3167","1","1",".",".","Gulf of Aden","CEC Pioneer","Denmark","390","Steaming",,"1",,"-99"
"1958","8/31/2001",,"-99",,,"Indonesia","Indonesia","850","-2.7094","129.5001","4","1",".",".","Off Central Maluku, Indonesia",,"Indonesia","850","Steaming","1","1",,"-99"
"1960","8/31/2001","14:10","2",,,"Somalia","Somalia","520","11.1333333","43.8833","1","1",".",".","Gulf of Aden, off the coast of Somalia","Maurice Ewing","USA","2","Steaming","1","1",,"-99"
"1961","9/1/2001","20:00","3",,,"Indonesia","Indonesia","850","-3","107.05","1","1",".",".","Gelasa Straits, Indonesia","Batangas","Panama","95","Steaming",,"1",,"-99"
"1962","9/2/2001","3:40","4",,,"India","India","750","9.9666667","76.25","3","1",".",".","2 miles NW Cochin Fairway Buoy, India","NCC Hijaz","Panama","95","Anchored",,"2",,"-99"
"1963","9/5/2001","4:00","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos roads, Nigeria","Steel Trader","Malta","338","Anchored",,"2","1","2"
"1965","9/8/2001","7:20","1",,,"Eritrea","Eritrea","531","12.8","43.25","1","1",".",".","Bab El Mandeb, Gulf of Aden","Leeds Castle","Bahamas","51","Steaming",,"1",,"-99"
"1964","9/8/2001","5:20","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Jakarta Anchorage, Indonesia","Surabaya Star","Cyprus","352","Anchored","1","2","1","2"
"1966","9/9/2001","5:10","4",,"Boarding","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Douala Port, Cameroon","Turkus","Cyprus","352","Berthed","1","3","1","2"
"1967","9/10/2001",,"-99",,"Boarding","Indonesia","Indonesia","850","-3.3265","114.6167","2","1",".",".","Banjarmasin Anchorage, Indonesia","Norella","Malaysia","820","Anchored",,"2","1","2"
"1968","9/11/2001","1:15","4",,"Boarding","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Douala Port, Cameroon","Safmarine Meroula","Cyprus","352","Anchored","1","2","1","2"
"1969","9/14/2001","22:00","3",,,"Guinea","Guinea","438","9.1883333","-14.5217","1","1",".",".","Conakry, Guinea","Hans Oldendorff","Liberia","450","Steaming",,"1",,"-99"
"1970","9/17/2001","2:25","4",,,"Internationa Waters (Indian Ocean)","Cocos Is.","900","-7.89","91.005","1","1",".",".","Indian Ocean","Saint Jude","UK","200","Steaming",,"1",,"-99"
"1972","9/18/2001",,"-99",,,"Guinea","Guinea","438","9.1833333","-14.5333","1","1",".",".","Conakry, Guinea","Kassos","Cyprus","352","Steaming",,"1",,"-99"
"1973","9/18/2001","19:40","3",,,"Indonesia","Indonesia","850","0.1","117.4667","2","1",".",".","Bontang Anchorage, Indonesia","Darya Radhe","Hong Kong","710","Anchored",,"2",,"-99"
"1971","9/18/2001",,"-99",,"Hijacked","Indonesia","Indonesia","850","2.9039","108.8195","4","1",".",".","Pulau Subi Besar, Indonesia","Mayang Sari and Baiho","Malaysia","820","Steaming","1","1","1","1"
"1974","9/19/2001","5:30","4",,"Boarding","India","India","750","20.5333333","71.35","1","1",".",".","Gulf of Cambay, India","Cyborg","Cyprus","352","Steaming",,"1","1","2"
"1975","9/24/2001","14:57","2",,"Boarding","Yemen","Yemen","679","14.0166667","42.6833","1","1",".",".","Red Sea","Ocean Breezee","Cyprus","352","Steaming",,"1","1","2"
"1976","9/24/2001","1:50","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos roads, Nigeria","Ghana Star","Liberia","450","Anchored","1","2","1","2"
"1977","9/25/2001","3:00","4",,"Boarding","India","India","750","16.9765","82.3167","2","1",".",".","Southern Pier Kakinada, India","Courageventure","Liberia","450","Berthed",,"3","1","2"
"1978","9/26/2001","4:00","4",,"Boarding","Indonesia","Indonesia","850","-1.25","116.7932","2","1",".",".","Balikpapan Anchorage, Indonesia","New Wisdom","France","220","Anchored",,"2","1","2"
"1979","9/27/2001","7:30","1",,"Boarding","India","India","750","21.8991","72.3785","4","1",".",".","Gulf of Cambay, India",,,,"Steaming",,"1","1","2"
"1980","9/28/2001","11:00","1",,"Boarding","Philippines","Philippines","840","14.5931667","121","2","1",".",".","OBW 'C' Anchorage, Manila, Philippines","New Glory","Singapore","830","Anchored",,"2","1","2"
"1981","9/29/2001","1:50","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Tg. Priok Anchorage, Indonesia","Little Lady P","MAlta","338","Anchored",,"2","1","2"
"1982","9/30/2001","20:00","3",,"Boarding","Indonesia","Indonesia","850","-5.8708333","105.525","2","1",".",".","Sebuku Anchorage, Indonesia","Canelo Arrow","Bahamas","51","Anchored",,"2","1","2"
"1983","9/30/2001","1:20","4",,"Boarding","Indonesia","Indonesia","850","-3.2166667","116.2","2","1",".",".","Senakin Anchorage, Kota Baru, Indonesia","Myron N","Cyprus","352","Anchored",,"2","1","2"
"1984","10/4/2001","23:00","3",,"Boarding","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Douala Port, Cameroon","Antwerp Bridge","Bahamas","51","Anchored",,"2","1","2"
"1985","10/5/2001","2:00","4",,,"China","China","710","24.5166667","119.1333","1","1",".",".","Taiwan","Diman II","Cyprus","352","Steaming",,"1",,"-99"
"1987","10/6/2001","0:00","4",,"Boarding","Bangladesh","Bangladesh","771","22.4765","89.5765","2","1",".",".","Mongla Anchorage, Bangladesh","Nand Srishti","India","750","Anchored",,"2","1","2"
"1986","10/6/2001","2:20","4",,"Boarding","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Roads Anchorage, Ivory Coast","Star Sapphire","Liberia","450","Anchored",,"2","1","2"
"1988","10/7/2001","4:20","4",,,"Indonesia","Indonesia","850","-5.9366667","106.0038","2","1",".",".","Redeco Jetty 1, Merak, Indonesia","Coral Rigida","Netherlands","210","Berthed",,"3",,"-99"
"1989","10/11/2001","1:20","4",,"Boarding","Sierra Leone","Sierra Leone","451","8.5","-13.2265","2","1",".",".","Off Cape Sierra Point, Sierra Leone river, Freetown, Sierra Leone","Cape Georjean","Bolivia","145","Anchored","1","2","1","2"
"1990","10/13/2001","2:30","4",,,"Colombia","Colombia","100","10.3166667","-75.6","1","1",".",".","Cartagena, Colombia","Baizo","Hong Kong","710","Steaming",,"1",,"-99"
"1991","10/16/2001","3:50","4",,"Boarding","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Jetty,Ivory Cost",,"Cyprus","352","Berthed",,"3","1","2"
"1992","10/17/2001","1:30","4",,"Boarding","Gabon","Gabon","481","0.3033333","9.415","1","1",".",".","Owendo, Gabon","Aegean Hawk","Panama","95","Anchored",,"2","1","2"
"1993","10/18/2001","11:35","1",,"Boarding","Bangladesh","Bangladesh","771","22.4765","89.5765","2","1",".",".","Mongla Anchorage, Bangladesh","Wise King","Hong Kong","710","Anchored","1","2","1","2"
"1994","10/19/2001","0:45","4",,"Boarding","Tanzania","Tanzania","510","-6.775","39.3533","2","1",".",".","Dar Es Salaam, Tanzania","Niase","Malta","338","Anchored","1","2","1","2"
"1995","10/21/2001","4:30","4",,"Boarding","Brazil","Brazil","140","-1.4666667","-48.4765","2","1",".",".","Belem Port, Brazil","Marie-Therese","Antigua and Barbuda","58","Berthed",,"3","1","2"
"1996","10/21/2001","3:30","4",,"Boarding","Vietnam","Vietnam","816","10.3433333","107.0667","2","1",".",".","PTSC Oil Terminal, Vung Tau, Vietnam","Mimosa","Singapore","830","Berthed",,"3","1","2"
"1998","10/22/2001","2:05","4",,"Boarding","Nigeria","Nigeria","475","6.2483333","3.3733","1","1",".",".","Lagos Anchorage, Nigeria","Kapitan Zhuravlyov","Malta","338","Anchored","1","2","1","2"
"1997","10/22/2001","0:50","4",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Anchorage, Indonesia","Team Mars","Norway","385","Anchored","1","2","1","2"
"2000","10/25/2001","5:00","4",,"Boarding","Philippines","Philippines","840","6.0666667","126.2067","1","1",".",".","Southern Mindanao, Philippines","Bunga Melor Satu","Malaysia","820","Steaming",,"1","1","2"
"1999","10/25/2001",,"-99",,"Boarding","Algeria","Algeria","615","36.7765","3.0667","2","1",".",".","Alongside Pier 6, Algiers,Algeria","Aruba","Netherlands","210","Berthed",,"3","1","2"
"2001","10/28/2001","10:40","1",,,"Somalia","Somalia","520","2.3333333","46.3833","1","1",".",".","Somalia","NCC Najran","Norway","385","Steaming","1","1",,"-99"
"2002","10/29/2001","4:03","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","3","1",".",".","5.5NM from South Mole Signal Station, Lagos Anchorage, Nigeria","Skua","Cyprus","352","Anchored",,"2","1","2"
"2003","10/30/2001",,"-99",,,"Sri Lanka","Sri Lanka","780","9.8951","80.2086","4","1",".",".","Off Point Pedro, Jaffna, Sri Lanka","Silk Pride","Sri Lanka","780","Steaming","1","1",,"-99"
"2004","11/3/2001","4:10","4",,,"Malaysia","Malaysia","820","1.8283333","102.525","1","1",".",".","Malacca Straits","Petro Easkem","Singapore","830","Steaming",,"1",,"-99"
"2007","11/4/2001","4:10","4",,"Boarding","Nigeria","Nigeria","475","6.1","3.6167","1","1",".",".","20' South of Fairway Buoy, Off Lagos, Nigeria","Kota Manis","Marshall Islands","983","Steaming",,"1","1","2"
"2006","11/4/2001","22:45","3",,,"Nigeria","Nigeria","475","6.0283333","3.5167","1","1",".",".","20NM from Lagos Fairway Buoy, Off Lagos, Nigeria","Benarita","Norway","385","Steaming",,"1",,"-99"
"2005","11/4/2001","10:15","1",,,"Yemen","Yemen","679","12.4833333","44.7167","1","1",".",".","5 NM From Aden Port","Ali Ekinci","Turkey","640","Steaming",,"1",,"-99"
"2008","11/5/2001","10:55","1",,,"Somalia","Somalia","520","-0.3765","42.5432","2","1",".",".","Port Kismayu, Somalia","Zahra","Comoros","581","Berthed","1","3",,"-99"
"2009","11/6/2001","15:48","2",,,"Vietnam","Vietnam","816","11.5166667","111.6833","1","1",".",".","South China Sea","Sha He Kou","China","710","Steaming",,"1",,"-99"
"2010","11/6/2001","1:50","4",,,"Tanzania","Tanzania","510","-6.775","39.3533","1","1",".",".","Dar Es Salaam Anchorage, Tanzania","Duke","Singapore","830","Anchored",,"2",,"-99"
"2011","11/8/2001","4:50","4",,"Boarding","Indonesia","Indonesia","850","3.7765","98.7","2","1",".",".","Wharf No. 201, Belawan Port, Indonesia","Feng Sheng","Hong Kong","710","Berthed","1","3","1","2"
"2012","11/11/2001","6:06","1",,,"Malaysia","Malaysia","820","2.0333333","102.95","1","1",".",".","Malacca Straits","Front Sabang","Singapore","830","Steaming",,"1",,"-99"
"2013","11/15/2001","13:30","2",,"Boarding","Indonesia","Indonesia","850","-3.2","116.2767","2","1",".",".","Pulau Laut Anchorage, Indonesia","Bara","Hong Kong","710","Anchored",,"2","1","2"
"2014","11/17/2001","6:15","1",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Port, Indonesia","Smit-Lloyd 110","Bahamas","51","Berthed",,"3","1","2"
"2015","11/19/2001","5:45","4",,"Boarding","Indonesia","Indonesia","850","0.7266667","103.6083","1","1",".",".","Durian Straits, Indonesia","Bunga Melawis Satu","Malaysia","820","Steaming","1","1","1","2"
"2016","11/20/2001","1:00","4",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Anchorage, Indonesia","Siam Bhavas","Thailand","800","Anchored","1","2","1","2"
"2019","11/22/2001","20:54","3",,"Boarding","Ecuador","Ecuador","130","-2.2666667","-79.9","4","1",".",".","Guayaquil, Ecuador","Maersk La Guaira","Antigua and Barbuda","58","Steaming",,"1","1","2"
"2018","11/22/2001","13:00","2",,"Boarding","Bangladesh","Bangladesh","771","22.4366667","89.5967","1","1",".",".","Mongla, Bangladesh","Ivan Zagubanski","Bulgaria","355","Anchored",,"2","1","2"
"2017","11/22/2001","5:20","4",,"Boarding","Indonesia","Indonesia","850","-0.5265","117.15","2","1",".",".","Muara Berau Anchorage, Samarinda, Indonesia","Seagrand Ace","Panama","95","Anchored",,"2","1","2"
"2020","11/23/2001","5:50","4",,"Boarding","India","India","750","21.8783333","88.0717","2","1",".",".","Haldia Poort, Hoogly River, India","Lokmanya Tilak","India","750","Berthed",,"3","1","2"
"2022","11/25/2001","0:45","4",,,"Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Anchorage, Indonesia","Stelios","Greece","450","Anchored",,"2",,"-99"
"2021","11/25/2001","5:30","4",,,"Myanmar","Myanmar","775","9.8666667","97.6833","1","1",".",".","Myanmar","Gisiang","Malaysia","820","Steaming","1","1",,"-99"
"2023","11/25/2001","3:15","4",,"Boarding","Bangladesh","Bangladesh","771","21.765","91.67","1","1",".",".","Off Kutubdia Island, Chittagong, Bangladesh","Saucon","Marshall Islands","983","Anchored","1","2","1","2"
"2025","11/26/2001","4:15","4",,"Boarding","Nigeria","Nigeria","475","6.45","3.3767","3","1",".",".","5.5NM from South Mole Signal Station, Lagos Anchorage, Nigeria","Skua","Cyprus","352","Anchored",,"2","1","2"
"2024","11/26/2001","5:20","4",,"Boarding","Vietnam","Vietnam","816","10.344","107.0568","4","1",".",".","Pilot Station, Vung Tau, Vietnam","Jaya Treasure","Singapore","830","Steaming",,"1","1","2"
"2026","11/28/2001","1:30","4",,,"Indonesia","Indonesia","850","-6.0083333","106.9067","1","1",".",".","Jakarta Anchorage, Indonesia","Bereket Ka","Turkey","640","Anchored",,"2",,"-99"
"2027","11/29/2001","3:45","4",,,"Thailand","Thailand","800","12.9833333","100.7417","1","1",".",".","Gulf of Thailand","New Alliance","Panama","95","Steaming",,"1",,"-99"
"2029","12/5/2001",,"-99",,"Hijacked","Spratly Islands","Spratly Islands","816","11.7915","112.3207","4","1",".",".","Enroute to Vietnam, South China Sea","Yaulie Island 70","Belize","80","Steaming","1","1","1","1"
"2031","12/5/2001","18:15","3",,"Boarding","India","India","750","21.8783333","88.0717","1","1",".",".","Hoogly River, India","Helena","Malaysia","820","Anchored",,"2","1","2"
