reference_id,date,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode
"3060","7/28/2004","2:00","4",,"Boarded","Indonesia","Indonesia","850","3.9183333","98.7817","2","1",".",".","Belawan Anchorage, Indonesia (Used coordinates from other incidents)","Kinugawa","Panama","95","Anchored","1","2","1","2"
"3061","7/30/2004","9:00","1",,"Boarded","Bangladesh","Bangladesh","771","21.7166667","91.55","1","1",".",".","30nm off Chittagong, Bangladesh","Dea Chancellor & Bijoyer Aalo 11","St. Vincent & Grenadines","57","Steaming",,"1","1","2"
"3062","7/30/2004","12:05","2",,"Boarded","Indonesia","Indonesia","850","-6.0161667","106.8955","1","1",".",".","Jakarta Tanker Anchorage, Indonesia","Dai Long","Vietnam","817","Anchored","1","2","1","2"
"3064","8/2/2004","4:20","4",,"Boarded","Sierra Leone","Sierra Leone","451","8.4898333","-13.2075","2","1",".",".","Freetown Outer Anchorage, Sierra Leone","Patraikos II","Cyprus","352","Anchored",,"2","1","2"
"3063","8/2/2004","2:00","4",,,"Brazil","Brazil","140","-32.2266667","-51.47","2","1",".",".","Rio Grande, Brazil (Used coordinates for Rio Grande Anchorage, from other incidents)","Star Florida","Norway","385","Berthed",,"3",,"-99"
"3065","8/6/2004","2:00","4",,"Boarded","Thailand","Thailand","800","13.75","100.5","2","1",".",".","Berth No.3, Bangkok Port, Thailand (Located coordinates)","Chief","Malta","338","Berthed",,"3","1","2"
"3066","8/7/2004","13:10","2",,,"Indonesia","Indonesia","850","5.0916667","98.4783","1","1",".",".","Malacca Straits","Morning Glory VII","Liberia","450","Steaming","1","1",,"-99"
"3067","8/7/2004","1:00","4",,"Boarded","India","India","750","23.0081667","70.222","2","1",".",".","Oil Jetty No.4, Kandla, India (Located coordinates)","Montana Star","Liberia","450","Berthed",,"3","1","2"
"3068","8/8/2004","3:40","4",,"Boarded","Venezuela","Venezuela","101","10.24","-64.555","2","1",".",".","Pertigalete Anchorage, Venezuela","Cozumel Cement","Denmark","390","Anchored",,"2","1","2"
"3069","8/9/2004","3:30","4",,,"Nigeria","Nigeria","475","6.3","3.2667","1","1",".",".","Lagos Outer Anchorage, Nigeria","Pioneer K","Malta","338","Anchored","1","2",,"-99"
"3070","8/13/2004","23:30","3",,"Boarded","Bangladesh","Bangladesh","771","22.1381667","91.7673","2","1",".",".","Chittagong Anchorage, Bangladesh","Micronesian Heritage","Marshall Islands","983","Anchored","1","2","1","2"
"3071","8/15/2004","7:45","1",,"Boarded","Indonesia","Indonesia","850","-6.0483333","106.8967","1","1",".",".","Jakarta Anchorage, Indonesia","Kerry Express","Panama","95","Steaming",,"1","1","2"
"3072","8/16/2004","3:00","4",,"Boarded","Jamaica","Jamaica","51","18.57","-77.4033","2","1",".",".","Port au Prince, Haiti","Senator","Liberia","450","Anchored",,"2","1","2"
"3073","8/17/2004","6:00","4",,"Boarded","Peru (Peruvian point of view)","Peru (Peruvian point of view)","135","-12.1283333","-77.205","2","1",".",".","Anchorage No.5 E1, Callao, Peru","Rora Meru","Venezuela","101","Anchored",,"2","1","2"
"3074","8/18/2004","6:00","4",,"Boarded","Jamaica","Jamaica","51","18.57","-77.4033","2","1",".",".","Varroux Terminal, Port au Prince, Haiti","Senator","Liberia","450","Berthed",,"3","1","2"
"3075","8/20/2004","22:00","3",,"Boarded","Indonesia","Indonesia","850","2.6763333","107.9667","1","1",".",".","Vicinity of Midai Island, Indonesia","Sukarawan Naree","Thailand","800","Steaming","1","1","1","2"
"3077","8/21/2004","4:00","4",,,"Indonesia","Indonesia","850","-5.5583","105.3657","2","1",".",".","Tarahan Coal Terminal, Indonesia","Violet","Panama","95","Berthed",,"3",,"-99"
"3076","8/21/2004","4:00","4",,"Boarded","Indonesia","Indonesia","850","2.8833333","108","1","1",".",".","About 15nm SE of Midai Island, Indonesia","ACX Hibiscus","Panama","95","Steaming","1","1","1","2"
"3078","8/23/2004","23:55","3",,"Boarded","Senegal","Senegal","433","14.62","-15.425","1","1",".",".","Dakar Outer Roads, Senegal","Anna","Georgia","372","Steaming","1","1","1","2"
"3079","8/24/2004","16:20","2",,"Boarded","Indonesia","Indonesia","850","-1.3333333","117","1","1",".",".","Balikpapan Anchorage, Indonesia","Polaris Star","Liberia","450","Anchored",,"2","1","2"
"3081","8/25/2004","3:45","4",,"Boarded","Brazil","Brazil","140","-32.1833333","-51.9667","1","1",".",".","Rio Grande Anchorage, Brazil","Mapocho","Chile","155","Anchored",,"2","1","2"
"3080","8/25/2004","16:20","2",,"Boarded","Nigeria","Nigeria","475","6.3233333","3.3928","3","1",".",".","6nm off Lagos Fairway Buoy, Nigeria (Measured 10km S of Appapa Port)","West Queen","Malta","338","Anchored","1","2","1","2"
"3083","8/26/2004","3:00","4",,,"Paracel Islands","Paracel Islands","710","15.8333333","111.0333","1","1",".",".","Off Triton Island, South China Sea","Alpha Gas","Singapore","830","Steaming","1","1",,"-99"
"3082","8/26/2004","5:45","4",,,"Eritrea","Eritrea","531","15.0666667","41.7333","1","1",".",".","Eritrea",,,,"Unspecified",,"-99",,"-99"
"3084","8/28/2004","5:10","4",,"Boarded","Indonesia","Indonesia","850","-6.0383333","106.895","1","1",".",".","Jakarta Anchorage, Indonesia","Ermis","Cyprus","352","Anchored","1","2","1","2"
"3086","8/30/2004","2:00","4",,"Boarded","Nigeria","Nigeria","475","6.3","3.3167","2","1",".",".","Lagos Anchorage, Nigeria (Used coordinates from other incidents)","Kali","Malta","338","Anchored","1","2","1","2"
"3085","8/30/2004","12:55","2",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.8833","2","1",".",".","Tanjung Priok Anchorage, Indonesia (Used coordinates from other incidents)","Sea Satin","Panama","95","Anchored",,"2","1","2"
"3087","8/31/2004","13:00","2",,,"Indonesia","Indonesia","850","1.2333333","104","1","1",".",".","Singapore Straits","Multan","Pakistan","770","Steaming",,"1",,"-99"
"3089","9/2/2004","4:45","4",,"Boarded","Nigeria","Nigeria","475","6.3333333","3.3667","1","1",".",".","3nm off Fairway Buoy, Lagos Anchorage, Nigeria","Bela","Cayman Islands","-99","Anchored","1","2","1","2"
"3088","9/2/2004","1:45","4",,"Boarded","Indonesia","Indonesia","850","-1.2656667","116.7907","1","1",".",".","Balikpapan Inner Anchorage, Indonesia","APJ Shalin","India","750","Anchored",,"2","1","2"
"3090","9/3/2004","2:00","4",,"Boarded","Bangladesh","Bangladesh","771","22.1381667","91.7673","1","1",".",".","Chittagong C Anchorage, Bangladesh","Orient Excellence","Singapore","830","Anchored",,"2","1","2"
"3091","9/5/2004","5:20","4",,"Boarded","Indonesia","Indonesia","850","-5.1078333","119.406","4","1",".",".","Makassar, Indonesia (Located coordinates for Makassar Port)","Mount Travers","Hong Kong","710","Steaming","1","1","1","2"
"3092","9/6/2004","2:00","4",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.8833","2","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia (Used coordinates from other incidents)","Saturn","Antilles Netherlands","210","Anchored",,"2","1","2"
"3093","9/7/2004","Unspecified","-99",,"Boarded","Haiti","Haiti","41","18.4633333","-73.1033","2","1",".",".","Miragoane Port, Haiti","Florida Star 1","Panama","95","Anchored","1","2","1","2"
"3094","9/10/2004","Early Morning","4",,"Boarded","China","China","710","21.45","108.3667","1","1",".",".","Fang Cheng Anchorage, China","Kanpur","India","750","Anchored","1","2","1","2"
"3095","9/11/2004","5:45","4",,"Boarded","Indonesia","Indonesia","850","-6.0333333","106.8833","2","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia (Used coordinates from other incidents)","Jolly","Cyprus","352","Berthed",,"3","1","2"
"3096","9/15/2004","8:24","1",,"Boarded","Jamaica","Jamaica","51","17.9756667","-79.8243","2","1",".",".","Outer Anchorage Kingston, Jamaica","Alemania Express","Antigua & Barbuda","58","Anchored","1","2","1","2"
"3097","9/16/2004","14:30","2",,"Boarded","Bangladesh","Bangladesh","771","22.1381667","91.7673","2","1",".",".","Chittagong Roads, Bangladesh (Used coordinates from other incidents)","Dea Lingue","St. Vincent & Grenadines","57","Steaming","1","1","1","2"
"3098","9/17/2004","3:00","4",,"Boarded","Jamaica","Jamaica","51","17.888","-77.1255","2","1",".",".","Port Esquivel Inner Anchorage, Jamaica","Yordan Lutibrodski","St. Vincent & Grenadines","57","Anchored","1","2","1","2"
"3100","9/18/2004","3:30","4",,,"Malaysia","Malaysia","820","2.1083333","111.3267","1","1",".",".","Tanjung Manis Anchorage, Sarawak, Malaysia","Alam Sentosa","Malaysia","820","Anchored","1","2",,"-99"
"3099","9/18/2004","10:26","1",,,"Indonesia","Indonesia","850","-3.8416667","107.2433","1","1",".",".","Gelasa Straits, Indonesia","Golden Wave","Panama","95","Steaming",,"1",,"-99"
"3101","9/20/2004","22:20","3",,"Boarded","Guinea","Guinea","438","9.5098333","-13.7093","2","1",".",".","Berth No.3, Conakry Port, Guinea","Eco Dani","Antigua & Barbuda","58","Berthed","1","3","1","2"
"3102","9/20/2004","3:35","4",,"Boarded","Indonesia","Indonesia","850","1.7133333","101.465","2","1",".",".","Dumai, Indonesia (Used coordinates from other incidents for Dumai Port)","Cupid Feather","Panama","95","Anchored","1","2","1","2"
"3103","9/21/2004","Evening Hours","3",,"Boarded","Somalia","Somalia","520","1.458","45.955","3","1",".",".","100km off Mogadishu, Somalia (Measured 100km SE of Mogadishu)","NA","Unspecified","-99","Steaming","1","1","1","2"
"3104","9/23/2004","23:50","3",,"Boarded","Indonesia","Indonesia","850","-3.2","116.3433","1","1",".",".","Tanjung Pemancingan Anchorage, Indonesia","Energy Rose","Panama","95","Anchored","1","2","1","2"
"3105","9/25/2004","20:00","3",,"Boarded","Indonesia","Indonesia","850","3.46","99.7867","1","1",".",".","North Pulau Laut, Indonesia","Rinco & Surya Nawa I","Tuvalu & Singapore","830","Steaming",,"1","1","2"
"3106","9/26/2004","5:30","4",,"Boarded","Iraq","Iraq","645","30.1","47.9167","1","1",".",".","Khor al Zubair Anchorage, Iraq","Gloria III","Panama","95","Anchored","1","2","1","2"
"3107","9/26/2004","12:55","2",,,"Yemen","Yemen","679","12.625","43.32","1","1",".",".","Off Perim Island, Southern Red Sea",,,,"Unspecified",,"-99",,"-99"
"3108","9/27/2004","1:30","4",,"Boarded","Peru (Peruvian point of view)","Peru (Peruvian point of view)","135","-12.1585","-77.025","2","1",".",".","Conchan, Peru","Handy Tiger","Philippines","840","Berthed","1","3","1","2"
"3109","9/30/2004","19:00","3",,"Boarded","Indonesia","Indonesia","850","4.7666667","98.6833","1","1",".",".","Malacca Straits","Erna & Kingpin","Singapore","830","Steaming","1","1","1","2"
"3110","10/2/2004","18:20","3",,"Boarded","Indonesia","Indonesia","850","0.55","117.6967","1","1",".",".","Malacca Straits","El Sol Sale","Panama","95","Anchored","1","2","1","2"
"3111","10/3/2004","17:45","2",,"Boarded","Indonesia","Indonesia","850","-3.1896667","116.349","1","1",".",".","Malacca Straits","Green Power","Cyprus","352","Anchored",,"2","1","2"
"3112","10/3/2004","22:50","3",,"Boarded","Nigeria","Nigeria","475","6.3","3.3167","2","1",".",".","Lagos Outer Anchorage, Nigeria (Used coordinates from other incidents)","Mount Robson","Cyprus","352","Anchored",,"2","1","2"
"3113","10/3/2004","4:00","4",,"Boarded","Indonesia","Indonesia","850","3.5166667","100.1833","1","1",".",".","Tanjung Bara Anchorage, Indonesia","Erna","Singapore","830","Steaming","1","1","1","2"
"3114","10/9/2004","10:02","1",,,"Indonesia","Indonesia","850","0.3111667","104.4877","1","1",".",".","Selat Riau, Indonesia","NA","Singapore","830","Steaming","1","1",,"-99"
"3115","10/14/2004","12:30","2",,,"Indonesia","Indonesia","850","-6.02","106.9017","2","1",".",".","Jakarta Anchorage, Indonesia (Used coordinates for Tanjung Priok Anchorage, Jakarta, from other incidents)","Max Oldendorff","Liberia","450","Anchored",,"2",,"-99"
"3116","10/16/2004","10:00","1",,"Boarded","Colombia","Colombia","100","3.8733333","-77.09","1","1",".",".","Buenaventura Anchorage, Colombia","Joanne I","Panama","95","Anchored","1","2","1","2"
"3117","10/23/2004","11:30","1",,"Fired Upon","Indonesia","Indonesia","850","-2.95","107.3","1","1",".",".","3m W of Mendanau Island, Gelasa Straits, Indonesia","Jorita","Norway","385","Steaming","1","1",,"3"
"3118","10/23/2004","2:40","4",,,"Indonesia","Indonesia","850","5.9","96.3167","1","1",".",".","Northern tip of Sumatra/Northern entrance of Malacca Straits","Gosport Maersk","United Kingdom","200","Steaming","1","1",,"-99"
"3119","10/24/2004","18:35","3",,"Boarded","Indonesia","Indonesia","850","4.9543333","108.0222","2","1",".",".","Off North Pulau Laut, Indonesia (Measured 20km N of northern tip of island)","Platres","Panama","95","Anchored",,"2","1","2"
"3120","10/26/2004","9:05","1",,,"Indonesia","Indonesia","850","5.5","97.52","1","1",".",".","Northern entrance of Malacca Straits","London Tower","Liberia","450","Steaming",,"1",,"-99"
"3121","10/27/2004","19:25","3",,"Boarded","Indonesia","Indonesia","850","1.0003333","117.6015","1","1",".",".","Dumai Anchorage, Indonesia","Bunga Melati Satu","Malaysia","820","Anchored",,"2","1","2"
"3122","10/27/2004","1:45","4",,,"Malaysia","Malaysia","820","1.75","102.6667","1","1",".",".","Malacca Straits","Praslin Reefer","Panama","95","Steaming",,"1",,"-99"
"3125","10/28/2004","3:20","4",,"Boarded","Tanzania","Tanzania","510","-6.695","39.455","1","1",".",".","Outer Roads, Dar Es Salaam, Tanzania","Jade Trader","Antigua & Barbuda","58","Steaming","1","1","1","2"
"3124","10/28/2004","19:45","3",,"Boarded","Indonesia","Indonesia","850","-0.0833333","117.565","1","1",".",".","Bontang Anchorage, Indonesia","Hebei Courage","Hong Kong","710","Anchored","1","2","1","2"
"3123","10/28/2004","9:50","1",,,"Yemen","Yemen","679","12.55","45.245","1","1",".",".","Gulf of Aden",,,,"Unspecified",,"-99",,"-99"
"3126","10/30/2004","1:40","4",,"Boarded","Venezuela","Venezuela","101","10.6333333","-71.5833","2","1",".",".","Maracaibo Anchorage, Venezuela","Yeoman Brook","Liberia","450","Anchored",,"2","1","2"
"3128","10/31/2004","2:30","4",,,"Indonesia","Indonesia","850","-3.7078333","114.3378","1","1",".",".","Banjarmasin Anchorage, Indonesia","Scandanavian Express","Panama","95","Anchored",,"2",,"-99"
"3127","10/31/2004","21:50","3",,"Boarded","Indonesia","Indonesia","850","-1.5666667","117.2167","1","1",".",".","Santan Anchorage, Indonesia","Gas Fortune","Panama","95","Anchored","1","2","1","2"
"3129","10/31/2004","1:45","4",,,"Nigeria","Nigeria","475","6.2966667","3.355","2","1",".",".","Lagos Port, Nigeria",,,,"Unspecified",,"-99",,"-99"
"3131","11/3/2004","19:30","3",,"Fired Upon","Malaysia","Malaysia","820","5.0333333","99.1833","1","1",".",".","Malacca Straits","Smitwijs London & Ocean Sovereign","Netherlands & Marshall Islands","210","Steaming","1","1",,"3"
"3130","11/3/2004","18:15","3",,"Boarded","Indonesia","Indonesia","850","-1.2656667","116.7907","2","1",".",".","Balikpapan Anchorage, Indonesia (Used coordinates from other incidents)","Nanyo","Panama","95","Anchored","1","2","1","2"
"3132","11/4/2004","Unspecified","-99",,"Fired Upon","Indonesia","Indonesia","850","5.0833333","98.4333","1","1",".",".","Malacca Straits","Mubaraz","Liberia","450","Steaming","1","1",,"3"
"3133","11/5/2004","0:05","4",,,"Indonesia","Indonesia","850","-3.7","114.42","1","1",".",".","Taboneo-Banjarmasin Anchorage, Indonesia","Triton Eagle","Panama","95","Anchored","1","2",,"-99"
"3134","11/5/2004","4:10","4",,"Boarded","Indonesia","Indonesia","850","-1.2656667","116.7907","2","1",".",".","Balikpapan Inner Anchorage, Indonesia (Used coordinates from other incidents)","South Glory","Panama","95","Anchored","1","2","1","2"
"3135","11/6/2004","3:45","4",,"Boarded","Peru (Peruvian point of view)","Peru (Peruvian point of view)","135","-12.0406667","-77.1405","2","1",".",".","Callao Anchorage, Peru (Used coordinates from other incidents)","Stavanger Breeze","Norway","385","Anchored",,"2","1","2"
"3136","11/7/2004","1:05","4",,"Boarded","Indonesia","Indonesia","850","-5.1","117.3917","1","1",".",".","Off Sunda Islands, Java Sea, Indonesia","Ace Dragon","Panama","95","Steaming","1","1","1","2"
"3137","11/8/2004","3:00","4",,,"Indonesia","Indonesia","850","-1.6","117.0267","1","1",".",".","Off Balikpapan, Indonesia","Zeal","Cyprus","352","Steaming",,"1",,"-99"
"3139","11/9/2004","4:00","4",,"Boarded","Indonesia","Indonesia","850","-1.2656667","116.7907","2","1",".",".","Balikpapan Coal Terminal, Indonesia (Used coordinates from other incidents)","Eleftheria","Greece","350","Berthed",,"3","1","2"
"3138","11/9/2004","6:30","1",,"Boarded","Guinea","Guinea","438","9.0333333","-13.9333","1","1",".",".","30nm off Conakry Port, Guinea","Montana Star","Liberia","450","Steaming","1","1","1","2"
"3140","11/11/2004","22:30","3",,"Boarded","Bangladesh","Bangladesh","771","22.1381667","91.7673","2","1",".",".","Chittagong Outer Anchorage, Bangladesh (Used coordinates from other incidents)","Boontrika Naree","Thailand","800","Anchored","1","2","1","2"
"3141","11/12/2004","7:30","1",,,"Equatorial Guinea","Equatorial Guinea","411","3.7583333","8.9917","1","1",".",".","Cameroon",,,,"Unspecified",,"-99",,"-99"
"3142","11/15/2004","Unspecified","-99",,"Boarded","United States","United States","2","33.6184","-117.9256","4","1",".",".","Newport Beach, California, USA","Well Deserved","USA","2","Anchored","1","2","1","2"
"3143","11/17/2004","8:50","1",,"Boarded","Guyana","Guyana","110","6.9666667","-58.0333","1","1",".",".","Georgetown Roads, Guyana","Lee Frances","Cyprus","352","Anchored",,"2","1","2"
"3145","11/19/2004","0:15","4",,"Boarded","Indonesia","Indonesia","850","1.7133333","101.465","2","1",".",".","Dumai Port, Indonesia (Used coordinates from other incidents)","MMM Jackson","Malaysia","820","Berthed","1","3","1","2"
"3144","11/19/2004","5:30","4",,"Boarded","India","India","750","12.9228333","74.8072","2","1",".",".","Berth No.1, New Mangalore Port, India","Tiger Arrow","Singapore","830","Berthed",,"3","1","2"
"3146","11/20/2004","10:40","1",,"Boarded","Jamaica","Jamaica","51","17.888","-77.1255","2","1",".",".","Port Esquivel Anchorage, Jamaica","Saturn","Panama","95","Anchored",,"2","1","2"
"3147","11/22/2004","0:55","4",,,"Brazil","Brazil","140","-32.2266667","-51.47","1","1",".",".","Rio Grande Anchorage, Brazil","Mapocho","Chile","155","Anchored",,"2",,"-99"
"3148","11/23/2004","4:25","4",,"Boarded","India","India","750","23.0243333","70.2203","2","1",".",".","Kandla Outer Anchorage, India (Used coordinates from other incidents)","Navigator Saturn","Liberia","450","Anchored",,"2","1","2"
"3149","11/24/2004","1:00","4",,"Boarded","Guyana","Guyana","110","6.6933333","-58.1875","2","1",".",".","Georgetown Anchorage, Guyana","Falcon Bay","Antilles Netherlands","210","Steaming",,"1","1","2"
